listing_link,listing_image,listing_price,listing_property_type,listing_location,listing_rooms,listing_size
https://www.tecnocasa.tn/vendre/terrain/mahdia/rejiche/58292.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",205 000 DT,Terrain habitation ind. en vente,Rejiche,394 m²,394 m²
https://www.tecnocasa.tn/vendre/terrain/mahdia/chebba/60056.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",147 000 DT,Terrain habitation ind. en vente,"Chebba, Rue bir chayeb chebba",1231 m²,1231 m²
https://www.tecnocasa.tn/vendre/appartement/mahdia/chebba/61293.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",218 000 DT,S+1 en vente,Chebba,2 pièces,48 m²
https://www.tecnocasa.tn/vendre/terrain/mahdia/chebba/56210.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",96 800 DT,Terrain habitation ind. en vente,Chebba,458 m²,458 m²
https://www.tecnocasa.tn/vendre/terrain/mahdia/rejiche/57814.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",71 000 DT,Terrain habitation ind. en vente,Rejiche,174 m²,174 m²
https://www.tecnocasa.tn/vendre/terrain/mahdia/rejiche/50221.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",620 000 DT,Terrain habitation ind. en vente,"Rejiche, Rejiche zone touristique",519 m²,519 m²
https://www.tecnocasa.tn/vendre/terrain/mahdia/rejiche/57032.html,https://cdn-media.medialabtc.it/tn/agencies/mdca3/estates/57032/images/307111/gallery_media.jpeg,303 000 DT,Terrain habitation ind. en vente,Rejiche,510 m²,510 m²
https://www.tecnocasa.tn/vendre/terrain/mahdia/rejiche/57831.html,https://cdn-media.medialabtc.it/tn/agencies/mdca3/estates/57831/images/313394/gallery_media.jpeg,140 000 DT,Terrain habitation ind. en vente,Rejiche,389 m²,389 m²
https://www.tecnocasa.tn/vendre/terrain/mahdia/rejiche/57096.html,https://cdn-media.medialabtc.it/tn/agencies/mdca3/estates/57096/images/307135/gallery_media.jpeg,198 000 DT,Terrain habitation ind. en vente,Rejiche,381 m²,381 m²
https://www.tecnocasa.tn/vendre/terrain/mahdia/rejiche/57733.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",169 260 DT,Terrain habitation ind. en vente,Rejiche,403 m²,403 m²
https://www.tecnocasa.tn/vendre/villa/mahdia/rejiche/55964.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",100 000 DT,Villa inachevée en vente,Rejiche,225 m²,225 m²
