listing_link,listing_image,listing_price,listing_property_type,listing_location,listing_rooms,listing_size
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/la-marsa/61040.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",165 000 DT,S+2 en vente,La Marsa,3 pièces,65 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/lafayette-centre-ville/63493.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",130 000 DT,S+2 en vente,Lafayette Centre Ville - Lafayette,3 pièces,60 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/ennasr/58583.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",550 000 DT,S+3 en vente,Ennasr,4 pièces,151 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/gammarth/63746.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",520 000 DT,Duplex en vente,Gammarth - Gammarth Village,132 m²,132 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/aouina/63597.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",240 000 DT,S+2 en vente,"Aouina, Rue Cheikh Mohamed Enneifer - Aouina 2",85 m²,85 m²
https://www.tecnocasa.tn/vendre/villa/grand-tunis/ennasr/63734.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",900 000 DT,Villa jumelée en vente,Ennasr - Ennasr 2,300 m²,300 m²
https://www.tecnocasa.tn/vendre/terrain/grand-tunis/borj-cedria/63767.html,https://cdn-media.medialabtc.it/tn/agencies/tuhd2/estates/63767/images/367996/gallery_media.jpeg,270 000 DT,Terrain habitation ind. en vente,"Borj Cédria, Rue Moukawlin",391 m²,391 m²
https://www.tecnocasa.tn/vendre/terrain/grand-tunis/borj-cedria/63745.html,https://cdn-media.medialabtc.it/tn/agencies/tuhd2/estates/63745/images/367951/gallery_media.jpeg,310 000 DT,Terrain habitation ind. en vente,"Borj Cédria, Lotissement El Moaslet Technopole",567 m²,567 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/ennasr/63647.html,https://cdn-media.medialabtc.it/tn/agencies/arca3/estates/63647/images/367894/gallery_media.jpeg,380 000 DT,S+3 en vente,"Ennasr, Rue Medinat El Mawsil - Ennasr 2",4 pièces,135 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/mutuelleville/55499.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",411 000 DT,S+2 en vente,Mutuelleville - Cité Des Jardins,3 pièces,80 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/la-marsa/63416.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",605 000 DT,S+2 en vente,La Marsa - Marsa Les Pins,3 pièces,112 m²
https://www.tecnocasa.tn/vendre/villa/grand-tunis/el-menzah/63563.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",1 200 000 DT,Villa individuelle en vente,El Menzah - Menzah 5,,
https://www.tecnocasa.tn/vendre/terrain/grand-tunis/la-marsa/62337.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",600 000 DT,Terrain habitation ind. en vente,La Marsa,400 m²,400 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/jardins-de-carthage/62852.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",485 000 DT,S+2 en vente,"Jardins de Carthage, Unnamed Road - Les Jardins De Carthage",2 pièces,128 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/ain-zaghouan/62726.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",390 000 DT,S+2 en vente,"Ain Zaghouan, Rue du Forum - Ain Zaghouane",130 m²,130 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/ain-zaghouan/63681.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",750 000 DT,Duplex en vente,"Ain Zaghouan, Ain Zaghouan Nord - Ain Zaghouane",127 m²,127 m²
https://www.tecnocasa.tn/vendre/villa/grand-tunis/el-omrane/63588.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",650 000 DT,Villa individuelle en vente,El Omrane,350 m²,350 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/la-marsa/61939.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",745 000 DT,S+1 en vente,La Marsa,3 pièces,92 m²
https://www.tecnocasa.tn/vendre/villa/grand-tunis/el-omrane/61819.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",260 000 DT,Etage de villa en vente,El Omrane,77 m²,77 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/la-soukra/63639.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",420 000 DT,S+2 en vente,La Soukra - Soukra,3 pièces,113 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/la-soukra/63706.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",464 941 DT,S+2 en vente,La Soukra - Soukra,2 pièces,106 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/la-soukra/63656.html,https://cdn-media.medialabtc.it/tn/agencies/tusk3/estates/63656/images/367377/gallery_media.jpeg,485 000 DT,S+3 en vente,La Soukra - Soukra,4 pièces,120 m²
https://www.tecnocasa.tn/vendre/villa/grand-tunis/la-marsa/63446.html,https://cdn-media.medialabtc.it/tn/agencies/tuma1/estates/63446/images/365532/gallery_media.jpeg,2 500 000 DT,Villa individuelle en vente,La Marsa - Marsa Les Pins,7 pièces,403 m²
