listing_link,listing_image,listing_price,listing_property_type,listing_location,listing_rooms,listing_size
https://www.tecnocasa.tn/vendre/terrain/cap-bon/nabeul/54046.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",660 000 DT,Terrain habitation ind. en vente,Nabeul - Nabeul Centre-Ville,220 m²,220 m²
https://www.tecnocasa.tn/vendre/terrain/cap-bon/nabeul/49246.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",250 000 DT,Terrain habitation ind. en vente,Nabeul - Nabeul Centre-Ville,296 m²,296 m²
https://www.tecnocasa.tn/vendre/terrain/cap-bon/hammamet/62868.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",150 000 DT,Terrain agricole en vente,Hammamet - Hammamet Centre,225 m²,225 m²
https://www.tecnocasa.tn/vendre/appartement/cap-bon/kelibia/61913.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",365 000 DT,S+2 en vente,"Kélibia, Hamem ghzez",3 pièces,131 m²
https://www.tecnocasa.tn/vendre/appartement/cap-bon/nabeul/60400.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",420 000 DT,S+2 en vente,Nabeul - Nabeul Centre-Ville,3 pièces,127 m²
https://www.tecnocasa.tn/vendre/terrain/cap-bon/nabeul/62270.html,https://cdn-media.medialabtc.it/tn/agencies/naca1/estates/62270/images/355716/gallery_media.jpeg,80 000 DT,Terrain habitation ind. en vente,Nabeul - Nabeul Centre-Ville,105 m²,105 m²
https://www.tecnocasa.tn/vendre/appartement/cap-bon/nabeul/44426.html,https://cdn-media.medialabtc.it/tn/agencies/naca1/estates/44426/images/318272/gallery_media.jpeg,345 000 DT,S+2 en vente,"Nabeul, Rue lido - Nabeul Centre-Ville",3 pièces,117 m²
https://www.tecnocasa.tn/vendre/appartement/cap-bon/nabeul/44033.html,https://cdn-media.medialabtc.it/tn/agencies/naca1/estates/44033/images/195202/gallery_media.jpeg,215 000 DT,S+1 en vente,Nabeul - Nabeul Centre-Ville,2 pièces,49 m²
https://www.tecnocasa.tn/vendre/villa/cap-bon/nabeul/43752.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",470 000 DT,Villa jumelée en vente,Nabeul - Nabeul Centre-Ville,5 pièces,299 m²
https://www.tecnocasa.tn/vendre/terrain/cap-bon/nabeul/43608.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",316 000 DT,Terrain habitation ind. en vente,Nabeul - Nabeul Centre-Ville,527 m²,527 m²
https://www.tecnocasa.tn/vendre/appartement/cap-bon/nabeul/62025.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",350 000 DT,S+3 en vente,Nabeul - Nabeul Centre-Ville,4 pièces,200 m²
https://www.tecnocasa.tn/vendre/appartement/cap-bon/kelibia/62228.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",185 000 DT,S+2 en vente,"Kélibia, Avenue des nations unies",2 pièces,110 m²
https://www.tecnocasa.tn/vendre/appartement/cap-bon/kelibia/61850.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",295 000 DT,S+2 en vente,"Kélibia, Kélibia la blanche",3 pièces,110 m²
https://www.tecnocasa.tn/vendre/villa/cap-bon/kelibia/62596.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",700 000 DT,Villa inachevée en vente,"Kélibia, Jinen mansoura",500 m²,500 m²
https://www.tecnocasa.tn/vendre/appartement/cap-bon/kelibia/59811.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",220 000 DT,S+2 en vente,"Kélibia, Cité riadh",2 pièces,118 m²
https://www.tecnocasa.tn/vendre/appartement/cap-bon/kelibia/62019.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",185 000 DT,S+2 en vente,"Kélibia, Jinen mansoura",3 pièces,80 m²
https://www.tecnocasa.tn/vendre/villa/cap-bon/kelibia/59947.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2 200 000 DT,Villa individuelle en vente,"Kélibia, Kelibia la blanche",750 m²,750 m²
https://www.tecnocasa.tn/vendre/appartement/cap-bon/kelibia/60597.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",320 000 DT,S+1 en vente,"Kélibia, Rue Victor Hugo",2 pièces,83 m²
https://www.tecnocasa.tn/vendre/villa/cap-bon/kelibia/60904.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",495 000 DT,Villa jumelée en vente,"Kélibia, Cité  Assemer",350 m²,350 m²
https://www.tecnocasa.tn/vendre/appartement/cap-bon/kelibia/61409.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",200 000 DT,S+2 en vente,"Kélibia, Hamem lghezez",2 pièces,105 m²
https://www.tecnocasa.tn/vendre/appartement/cap-bon/kelibia/59539.html,https://cdn-media.medialabtc.it/tn/agencies/naca4/estates/59539/images/347390/gallery_media.jpeg,310 000 DT,S+3 en vente,"Kélibia, Kélibia la blanche",4 pièces,130 m²
https://www.tecnocasa.tn/vendre/appartement/cap-bon/kelibia/61532.html,https://cdn-media.medialabtc.it/tn/agencies/naca4/estates/61532/images/350570/gallery_media.jpeg,250 000 DT,S+3 en vente,"Kélibia, cite  Merdes",2 pièces,110 m²
https://www.tecnocasa.tn/vendre/villa/cap-bon/kelibia/59409.html,https://cdn-media.medialabtc.it/tn/agencies/naca4/estates/59409/images/349204/gallery_media.jpeg,885 000 DT,Villa jumelée en vente,"Kélibia, Cité Riadh",3 pièces,500 m²
https://www.tecnocasa.tn/vendre/appartement/cap-bon/kelibia/61952.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",240 000 DT,S+3 en vente,"Kélibia, Rue Mamounia",3 pièces,110 m²
https://www.tecnocasa.tn/vendre/appartement/cap-bon/kelibia/55235.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",197 000 DT,Duplex en vente,"Kélibia, Rue Manzel Horr",170 m²,170 m²
https://www.tecnocasa.tn/vendre/appartement/cap-bon/kelibia/62214.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",270 000 DT,S+2 en vente,"Kélibia, Rue Mamounia",3 pièces,80 m²
https://www.tecnocasa.tn/vendre/appartement/cap-bon/kelibia/62395.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",495 000 DT,Duplex en vente,"Kélibia, El zahra",220 m²,220 m²
https://www.tecnocasa.tn/vendre/appartement/cap-bon/nabeul/60659.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",395 000 DT,S+3 en vente,Nabeul - Nabeul Centre-Ville,253 m²,253 m²
https://www.tecnocasa.tn/vendre/villa/cap-bon/nabeul/60891.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",360 000 DT,Maison jumelée en vente,Nabeul - Nabeul Centre-Ville,208 m²,208 m²
