listing_link,listing_image,listing_price,listing_property_type,listing_location,listing_rooms,listing_size
https://www.tecnocasa.tn/vendre/appartement/bizerte/bizerte/62987.html,https://cdn-media.medialabtc.it/tn/agencies/bzco1/estates/62987/images/368206/gallery_media.jpeg,,S+2 en vente,Bizerte,3 pièces,63 m²
https://www.tecnocasa.tn/vendre/villa/bizerte/bizerte/61927.html,https://cdn-media.medialabtc.it/tn/agencies/bzco1/estates/61927/images/353558/gallery_media.jpeg,,Villa jumelée en vente,Bizerte,196 m²,196 m²
https://www.tecnocasa.tn/vendre/appartement/bizerte/bizerte/62274.html,https://cdn-media.medialabtc.it/tn/agencies/bzco1/estates/62274/images/357122/gallery_media.jpeg,,S+2 en vente,Bizerte,3 pièces,130 m²
https://www.tecnocasa.tn/vendre/appartement/bizerte/bizerte/58845.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Triplex en vente,Bizerte,205 m²,205 m²
https://www.tecnocasa.tn/vendre/appartement/bizerte/bizerte/56418.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,S+2 en vente,Bizerte,3 pièces,51 m²
https://www.tecnocasa.tn/vendre/appartement/bizerte/bizerte/61533.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,S+2 en vente,Bizerte,3 pièces,100 m²
https://www.tecnocasa.tn/vendre/terrain/bizerte/bizerte/56372.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Terrain habitation ind. en vente,Bizerte,410 m²,410 m²
https://www.tecnocasa.tn/vendre/terrain/bizerte/bizerte/56370.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Terrain habitation ind. en vente,Bizerte,420 m²,420 m²
https://www.tecnocasa.tn/vendre/appartement/bizerte/bizerte/60693.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,S+2 en vente,Bizerte,3 pièces,65 m²
https://www.tecnocasa.tn/vendre/villa/bizerte/bizerte/53393.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Villa individuelle en vente,Bizerte,320 m²,320 m²
https://www.tecnocasa.tn/vendre/villa/bizerte/bizerte/53824.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Villa individuelle en vente,Bizerte,513 m²,513 m²
https://www.tecnocasa.tn/vendre/appartement/bizerte/bizerte/55319.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,S+3 en vente,Bizerte,4 pièces,110 m²
https://www.tecnocasa.tn/vendre/villa/bizerte/bizerte/61074.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Villa jumelée en vente,Bizerte,100 m²,100 m²
https://www.tecnocasa.tn/vendre/villa/bizerte/bizerte/56782.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Maison jumelée en vente,Bizerte,160 m²,160 m²
https://www.tecnocasa.tn/vendre/appartement/bizerte/bizerte/60632.html,https://cdn-media.medialabtc.it/tn/agencies/bzco1/estates/60632/images/341532/gallery_media.jpeg,,S+3 en vente,Bizerte,4 pièces,100 m²
https://www.tecnocasa.tn/vendre/appartement/bizerte/bizerte/62987.html,https://cdn-media.medialabtc.it/tn/agencies/bzco1/estates/62987/images/368206/gallery_media.jpeg,140 000 DT,S+2 en vente,Bizerte,3 pièces,63 m²
https://www.tecnocasa.tn/vendre/villa/bizerte/bizerte/61927.html,https://cdn-media.medialabtc.it/tn/agencies/bzco1/estates/61927/images/353558/gallery_media.jpeg,550 000 DT,Villa jumelée en vente,Bizerte,196 m²,196 m²
https://www.tecnocasa.tn/vendre/appartement/bizerte/bizerte/62274.html,https://cdn-media.medialabtc.it/tn/agencies/bzco1/estates/62274/images/357122/gallery_media.jpeg,330 000 DT,S+2 en vente,Bizerte,3 pièces,130 m²
https://www.tecnocasa.tn/vendre/appartement/bizerte/bizerte/58845.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",200 000 DT,Triplex en vente,Bizerte,205 m²,205 m²
https://www.tecnocasa.tn/vendre/appartement/bizerte/bizerte/56418.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",150 000 DT,S+2 en vente,Bizerte,3 pièces,51 m²
