listing_link,listing_image,listing_price,listing_property_type,listing_location,listing_rooms,listing_size
https://www.tecnocasa.tn/vendre/terrain/monastir/monastir/60227.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",950 000 DT,Terrain habitation ind. en vente,"Monastir, Zone touristique - Zone Touristique Monastir",1277 m²,1277 m²
https://www.tecnocasa.tn/vendre/terrain/monastir/ksar-hellal/57883.html,https://cdn-media.medialabtc.it/tn/agencies/moca5/estates/57883/images/324529/gallery_media.jpeg,120 000 DT,Terrain habitation collective en vente,Ksar Hellal,369 m²,369 m²
https://www.tecnocasa.tn/vendre/terrain/monastir/sahline/56609.html,https://cdn-media.medialabtc.it/tn/agencies/moca4/estates/56609/images/303942/gallery_media.jpeg,195 000 DT,Terrain habitation ind. en vente,"Sahline, Zone de Lac",301 m²,301 m²
https://www.tecnocasa.tn/vendre/terrain/monastir/monastir/59894.html,https://cdn-media.medialabtc.it/tn/agencies/moca2/estates/59894/images/332974/gallery_media.jpeg,247 000 DT,Terrain habitation ind. en vente,"Monastir, Cité remada - C2",330 m²,330 m²
https://www.tecnocasa.tn/vendre/terrain/monastir/sahline/60001.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",147 000 DT,Terrain habitation ind. en vente,"Sahline, Rue Sahline",294 m²,294 m²
https://www.tecnocasa.tn/vendre/appartement/monastir/monastir/53096.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",190 000 DT,S+2 en vente,Monastir - Cité Erriadh,3 pièces,90 m²
https://www.tecnocasa.tn/vendre/appartement/monastir/monastir/53397.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",255 000 DT,S+1 en vente,Monastir - Cité El Agba,2 pièces,87 m²
https://www.tecnocasa.tn/vendre/appartement/monastir/monastir/59640.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,S+2 en vente,Monastir - Monastir Centre-Ville,3 pièces,60 m²
https://www.tecnocasa.tn/vendre/appartement/monastir/monastir/59316.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",575 000 DT,S+2 en vente,Monastir - Cité El Agba,3 pièces,121 m²
https://www.tecnocasa.tn/vendre/terrain/monastir/sahline/59200.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",195 300 DT,Terrain habitation ind. en vente,"Sahline, Rue Sahline",434 m²,434 m²
https://www.tecnocasa.tn/vendre/terrain/monastir/sahline/59156.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",158 500 DT,Terrain habitation collective en vente,"Sahline, Rue Sahline",317 m²,317 m²
https://www.tecnocasa.tn/vendre/terrain/monastir/monastir/58157.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",903 900 DT,Terrain habitation collective en vente,Monastir - Cité El Agba,393 m²,393 m²
https://www.tecnocasa.tn/vendre/terrain/monastir/monastir/55742.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",715 200 DT,Terrain habitation ind. en vente,Monastir - Skanes La Falaise,596 m²,596 m²
https://www.tecnocasa.tn/vendre/appartement/monastir/monastir/57057.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",257 000 DT,S+1 en vente,Monastir - Cité El Agba,2 pièces,58 m²
https://www.tecnocasa.tn/vendre/terrain/monastir/monastir/58158.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",929 200 DT,Terrain habitation collective en vente,Monastir - Cité El Agba,404 m²,404 m²
https://www.tecnocasa.tn/vendre/appartement/monastir/monastir/51426.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",470 000 DT,S+3 en vente,Monastir - Cité El Agba,4 pièces,137 m²
https://www.tecnocasa.tn/vendre/appartement/monastir/monastir/57077.html,https://cdn-media.medialabtc.it/tn/agencies/moca7/estates/57077/images/307038/gallery_media.jpeg,169 000 DT,S+1 en vente,"Monastir, Centre ville - Monastir Centre-Ville",2 pièces,87 m²
https://www.tecnocasa.tn/vendre/appartement/monastir/sahline/56984.html,https://cdn-media.medialabtc.it/tn/agencies/moca4/estates/56984/images/311821/gallery_media.jpeg,198 000 DT,S+2 en vente,"Sahline, Rue sahline",3 pièces,109 m²
https://www.tecnocasa.tn/vendre/villa/monastir/sahline/56990.html,https://cdn-media.medialabtc.it/tn/agencies/moca4/estates/56990/images/309292/gallery_media.jpeg,410 000 DT,Villa inachevée en vente,"Sahline, Sidi Ameur",368 m²,368 m²
https://www.tecnocasa.tn/vendre/villa/monastir/sahline/51031.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",60 000 DT,Maison jumelée en vente,"Sahline, Rue sahline",70 m²,70 m²
https://www.tecnocasa.tn/vendre/terrain/monastir/bekalta/56200.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,Terrain habitation ind. en vente,Bekalta,11419 m²,11419 m²
https://www.tecnocasa.tn/vendre/terrain/monastir/sahline/56616.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",162 000 DT,Terrain habitation collective en vente,"Sahline, Rue Sahline",249 m²,249 m²
https://www.tecnocasa.tn/vendre/villa/monastir/sahline/55805.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",295 000 DT,Villa jumelée en vente,"Sahline, Sidi ameur",196 m²,196 m²
https://www.tecnocasa.tn/vendre/terrain/monastir/sahline/55985.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",217 800 DT,Terrain habitation ind. en vente,"Sahline, Rue Sahline",396 m²,396 m²
https://www.tecnocasa.tn/vendre/appartement/monastir/monastir/53392.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",560 000 DT,S+3 en vente,Monastir - Cité El Agba,4 pièces,191 m²
https://www.tecnocasa.tn/vendre/appartement/monastir/monastir/46456.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",540 000 DT,S+2 en vente,"Monastir, Lotissement jinen elouest zone touristique - Zone Touristique Monastir",3 pièces,103 m²
https://www.tecnocasa.tn/vendre/appartement/monastir/monastir/55702.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",480 000 DT,S+2 en vente,"Monastir, Zone touristique - Zone Touristique Monastir",3 pièces,123 m²
https://www.tecnocasa.tn/vendre/appartement/monastir/sahline/54201.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",248 000 DT,S+2 en vente,"Sahline, Rue sahline",3 pièces,125 m²
